category_name,date,YEARS,MONTHS,Total_value
NEUTRAL GRAIN SPIRITS FLAVORED,2021-02-11,2021,2,5222.54
COFFEE LIQUEURS,2023-06-30,2023,6,5221.98
BOTTLED IN BOND BOURBON,2023-12-05,2023,12,5220.63
COFFEE LIQUEURS,2022-04-12,2022,4,5218.59
GOLD RUM,2021-06-24,2021,6,5216.91
IMPORTED VODKAS,2023-11-26,2023,11,5216.82
FLAVORED RUM,2023-12-10,2023,12,5216.2
COFFEE LIQUEURS,2022-04-08,2022,4,5214.84
SINGLE BARREL BOURBON WHISKIES,2022-10-07,2022,10,5211.97
FLAVORED GIN,2023-10-02,2023,10,5210.62
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-12-21,2023,12,5210.43
GOLD RUM,2022-08-24,2022,8,5210.26
IMPORTED DISTILLED SPIRITS SPECIALTY,2023-04-12,2023,4,5209.48
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-01-21,2022,1,5208.78
FLAVORED GIN,2021-10-19,2021,10,5208.66
SCOTCH WHISKIES,2023-12-03,2023,12,5206.25
COFFEE LIQUEURS,2022-08-22,2022,8,5206.03
SINGLE BARREL BOURBON WHISKIES,2022-11-29,2022,11,5205.9
NEUTRAL GRAIN SPIRITS,2021-12-24,2021,12,5205.03
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-04-11,2023,4,5204.9
GOLD RUM,2023-01-05,2023,1,5201.96
NEUTRAL GRAIN SPIRITS FLAVORED,2021-05-18,2021,5,5200.17
SINGLE MALT SCOTCH,2023-08-18,2023,8,5199.61
IMPORTED DISTILLED SPIRITS SPECIALTY,2021-04-14,2021,4,5198.28
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-01-13,2022,1,5197.87
AGED DARK RUM,2021-09-16,2021,9,5196.81
COFFEE LIQUEURS,2021-05-07,2021,5,5196.43
AGED DARK RUM,2021-12-28,2021,12,5196.31
COFFEE LIQUEURS,2022-09-16,2022,9,5196.11
NEUTRAL GRAIN SPIRITS FLAVORED,2021-04-30,2021,4,5195.5
SINGLE BARREL BOURBON WHISKIES,2022-10-04,2022,10,5191.24
NEUTRAL GRAIN SPIRITS FLAVORED,2021-07-23,2021,7,5191.23
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-01-28,2021,1,5190.21
AGED DARK RUM,2023-10-25,2023,10,5189.2
COFFEE LIQUEURS,2023-06-09,2023,6,5187.65
GOLD RUM,2022-12-16,2022,12,5184.42
IMPORTED SCHNAPPS,2021-05-22,2021,5,5183.92
NEUTRAL GRAIN SPIRITS FLAVORED,2022-03-29,2022,3,5183.13
TRIPLE SEC,2021-12-23,2021,12,5181.26
NEUTRAL GRAIN SPIRITS FLAVORED,2022-02-09,2022,2,5179.95
FLAVORED GIN,2022-04-14,2022,4,5179.44
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-05-05,2023,5,5178.66
AMERICAN DRY GINS,2023-10-20,2023,10,5177.36
COFFEE LIQUEURS,2023-05-08,2023,5,5175.59
GOLD RUM,2023-12-19,2023,12,5175.1
SINGLE BARREL BOURBON WHISKIES,2021-04-15,2021,4,5173.2
BOTTLED IN BOND BOURBON,2023-01-18,2023,1,5172.92
TRIPLE SEC,2021-11-04,2021,11,5172.22
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-03-30,2021,3,5171.49
NEUTRAL GRAIN SPIRITS FLAVORED,2021-04-08,2021,4,5170.92
COFFEE LIQUEURS,2023-04-13,2023,4,5169.1
NEUTRAL GRAIN SPIRITS,2022-11-30,2022,11,5168.8
NEUTRAL GRAIN SPIRITS FLAVORED,2021-06-08,2021,6,5167.05
IMPORTED DISTILLED SPIRITS SPECIALTY,2021-11-23,2021,11,5165.57
AGED DARK RUM,2023-11-21,2023,11,5163.55
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-10-25,2021,10,5160.86
GOLD RUM,2023-06-13,2023,6,5158.53
COFFEE LIQUEURS,2022-01-10,2022,1,5157.92
BOTTLED IN BOND BOURBON,2024-01-03,2024,1,5157.9
IMPORTED DISTILLED SPIRITS SPECIALTY,2024-01-03,2024,1,5156.87
FLAVORED GIN,2022-12-22,2022,12,5156.19
IMPORTED DISTILLED SPIRITS SPECIALTY,2023-06-05,2023,6,5155.32
GOLD RUM,2023-10-11,2023,10,5155.22
GOLD RUM,2022-08-02,2022,8,5149.59
AGED DARK RUM,2023-08-03,2023,8,5149.37
AMERICAN DISTILLED SPIRITS SPECIALTY,2024-01-31,2024,1,5148.07
TRIPLE SEC,2023-05-11,2023,5,5147.73
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-08-17,2023,8,5146.23
BOTTLED IN BOND BOURBON,2023-08-29,2023,8,5144.56
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-08-11,2022,8,5142.69
GOLD RUM,2021-06-17,2021,6,5142.6
STRAIGHT BOURBON WHISKIES,2022-02-26,2022,2,5141.26
TRIPLE SEC,2022-08-03,2022,8,5141.15
GOLD RUM,2021-03-24,2021,3,5141.07
IMPORTED DISTILLED SPIRITS SPECIALTY,2021-09-10,2021,9,5140.44
GOLD RUM,2023-12-18,2023,12,5137.73
NEUTRAL GRAIN SPIRITS FLAVORED,2021-03-19,2021,3,5137.65
AMERICAN CORDIALS & LIQUEURS,2021-05-22,2021,5,5137.27
AGED DARK RUM,2023-08-30,2023,8,5136.97
NEUTRAL GRAIN SPIRITS,2022-12-08,2022,12,5133.5
COFFEE LIQUEURS,2021-06-15,2021,6,5132.09
TRIPLE SEC,2022-07-25,2022,7,5130.31
BOTTLED IN BOND BOURBON,2022-06-21,2022,6,5129.97
AMERICAN CORDIALS & LIQUEURS,2023-11-26,2023,11,5129.26
COFFEE LIQUEURS,2022-06-10,2022,6,5128.29
SPECIAL ORDER ITEMS,2023-08-15,2023,8,5128.15
AGED DARK RUM,2023-06-21,2023,6,5127.54
COFFEE LIQUEURS,2021-09-13,2021,9,5126.97
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-09-24,2021,9,5126.12
NEUTRAL GRAIN SPIRITS FLAVORED,2021-09-14,2021,9,5125.39
AGED DARK RUM,2022-01-13,2022,1,5124.22
AGED DARK RUM,2023-03-01,2023,3,5124.09
AGED DARK RUM,2023-06-28,2023,6,5123.87
SINGLE BARREL BOURBON WHISKIES,2023-06-06,2023,6,5122.5
COFFEE LIQUEURS,2021-09-17,2021,9,5122.37
MEZCAL,2021-08-04,2021,8,5121.68
MEZCAL,2022-08-03,2022,8,5121.47
GOLD RUM,2023-06-29,2023,6,5120.36
COFFEE LIQUEURS,2021-06-28,2021,6,5118.9
GOLD RUM,2022-12-05,2022,12,5118.45
NEUTRAL GRAIN SPIRITS FLAVORED,2021-04-27,2021,4,5117.38
BOTTLED IN BOND BOURBON,2022-09-08,2022,9,5117.36
NEUTRAL GRAIN SPIRITS FLAVORED,2021-09-10,2021,9,5113.3
AMERICAN DRY GINS,2022-11-24,2022,11,5113.23
AGED DARK RUM,2022-12-01,2022,12,5112.16
GOLD RUM,2024-01-05,2024,1,5111.49
BOTTLED IN BOND BOURBON,2021-03-05,2021,3,5111.41
TRIPLE SEC,2022-02-24,2022,2,5110.65
TRIPLE SEC,2022-05-02,2022,5,5107.64
SPECIAL ORDER ITEMS,2021-03-17,2021,3,5107.11
GOLD RUM,2021-11-04,2021,11,5105.37
NEUTRAL GRAIN SPIRITS FLAVORED,2021-04-16,2021,4,5105.21
GOLD RUM,2022-10-19,2022,10,5102.34
SCOTCH WHISKIES,2022-12-23,2022,12,5102.25
COFFEE LIQUEURS,2021-05-04,2021,5,5099.97
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-07-09,2021,7,5096.41
SINGLE BARREL BOURBON WHISKIES,2023-10-16,2023,10,5093.22
FLAVORED GIN,2023-09-27,2023,9,5091.98
GOLD RUM,2022-04-13,2022,4,5090.55
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-10-15,2021,10,5090.15
AGED DARK RUM,2021-06-16,2021,6,5090.11
SPECIAL ORDER ITEMS,2021-06-18,2021,6,5085.82
GOLD RUM,2021-04-23,2021,4,5085.42
NEUTRAL GRAIN SPIRITS FLAVORED,2021-06-18,2021,6,5084.52
IMPORTED DISTILLED SPIRITS SPECIALTY,2022-05-25,2022,5,5083.32
TRIPLE SEC,2022-03-21,2022,3,5082.74
COFFEE LIQUEURS,2023-05-01,2023,5,5081.58
AGED DARK RUM,2023-11-27,2023,11,5081.31
GOLD RUM,2022-05-27,2022,5,5081.19
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-10-03,2022,10,5080.8
TEMPORARY & SPECIALTY PACKAGES,2022-12-18,2022,12,5080.04
TEMPORARY & SPECIALTY PACKAGES,2022-02-28,2022,2,5079.65
IMPORTED FLAVORED VODKA,2022-12-17,2022,12,5077.49
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-09-28,2022,9,5077.31
BOTTLED IN BOND BOURBON,2022-12-08,2022,12,5076.79
GOLD RUM,2021-04-21,2021,4,5076.15
GOLD RUM,2021-11-26,2021,11,5075.22
COFFEE LIQUEURS,2021-02-02,2021,2,5075.08
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-01-13,2021,1,5074.52
SPICED RUM,2022-12-18,2022,12,5073.4
SINGLE BARREL BOURBON WHISKIES,2022-08-30,2022,8,5072.76
COFFEE LIQUEURS,2023-04-24,2023,4,5070.07
GOLD RUM,2021-03-23,2021,3,5069.73
AMERICAN DRY GINS,2023-01-08,2023,1,5069.48
TRIPLE SEC,2022-06-09,2022,6,5068.95
COFFEE LIQUEURS,2023-08-14,2023,8,5067.6
COFFEE LIQUEURS,2022-08-12,2022,8,5067.41
NEUTRAL GRAIN SPIRITS FLAVORED,2022-02-24,2022,2,5065.6
SINGLE MALT SCOTCH,2022-07-22,2022,7,5065.47
FLAVORED GIN,2023-12-07,2023,12,5064.18
TEMPORARY & SPECIALTY PACKAGES,2021-02-09,2021,2,5063.2
IMPORTED DISTILLED SPIRITS SPECIALTY,2022-11-22,2022,11,5063.05
NEUTRAL GRAIN SPIRITS FLAVORED,2021-01-29,2021,1,5062.82
BOTTLED IN BOND BOURBON,2023-01-26,2023,1,5062.77
COFFEE LIQUEURS,2023-03-21,2023,3,5059.87
BOTTLED IN BOND BOURBON,2021-12-15,2021,12,5058.8
NEUTRAL GRAIN SPIRITS FLAVORED,2021-02-03,2021,2,5056.41
TRIPLE SEC,2022-09-12,2022,9,5055.84
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-06-10,2022,6,5055.57
GOLD RUM,2022-06-15,2022,6,5055.39
IMPORTED DISTILLED SPIRITS SPECIALTY,2023-11-17,2023,11,5053.88
FLAVORED GIN,2022-11-10,2022,11,5053.02
IMPORTED DRY GINS,2022-01-18,2022,1,5052.77
GOLD RUM,2023-11-15,2023,11,5051.19
BOTTLED IN BOND BOURBON,2023-08-03,2023,8,5050.21
MEZCAL,2022-05-25,2022,5,5049.9
MEZCAL,2023-09-18,2023,9,5049.55
TRIPLE SEC,2023-06-14,2023,6,5048.67
SINGLE BARREL BOURBON WHISKIES,2022-11-16,2022,11,5048.16
GOLD RUM,2021-08-30,2021,8,5048.01
COFFEE LIQUEURS,2022-01-25,2022,1,5047.99
AGED DARK RUM,2022-08-04,2022,8,5047.6
TRIPLE SEC,2021-07-19,2021,7,5046.55
GOLD RUM,2021-08-27,2021,8,5046.09
NEUTRAL GRAIN SPIRITS FLAVORED,2022-01-27,2022,1,5044.52
GOLD RUM,2021-06-16,2021,6,5043.27
FLAVORED GIN,2024-01-03,2024,1,5041.81
NEUTRAL GRAIN SPIRITS,2023-10-06,2023,10,5041.5
BOTTLED IN BOND BOURBON,2022-10-31,2022,10,5041.44
GOLD RUM,2023-08-08,2023,8,5041.02
IMPORTED DISTILLED SPIRITS SPECIALTY,2021-04-27,2021,4,5040.86
SINGLE MALT SCOTCH,2021-08-20,2021,8,5039.9
GOLD RUM,2022-12-09,2022,12,5038.32
AGED DARK RUM,2023-10-09,2023,10,5036.4
AGED DARK RUM,2022-01-19,2022,1,5035.87
NEUTRAL GRAIN SPIRITS,2022-12-06,2022,12,5034.25
FLAVORED GIN,2023-04-03,2023,4,5032.76
GOLD RUM,2021-05-03,2021,5,5032.59
AGED DARK RUM,2023-05-05,2023,5,5032.2
TRIPLE SEC,2023-05-08,2023,5,5032.11
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-08-10,2021,8,5031.97
NEUTRAL GRAIN SPIRITS FLAVORED,2021-03-25,2021,3,5029.47
SINGLE BARREL BOURBON WHISKIES,2023-07-20,2023,7,5029.19
COCKTAILS/RTD,2023-11-19,2023,11,5027.34
GOLD RUM,2021-04-19,2021,4,5021.46
BOTTLED IN BOND BOURBON,2023-08-04,2023,8,5021.01
BOTTLED IN BOND BOURBON,2022-08-10,2022,8,5020.9
GOLD RUM,2023-07-17,2023,7,5020.6
SPECIAL ORDER ITEMS,2021-08-17,2021,8,5020.33
AGED DARK RUM,2022-07-20,2022,7,5019.63
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-08-27,2021,8,5019.51
NEUTRAL GRAIN SPIRITS,2022-08-31,2022,8,5017.95
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-07-02,2021,7,5017.86
BOTTLED IN BOND BOURBON,2023-05-19,2023,5,5017.68
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-03-26,2021,3,5017.56
MEZCAL,2021-08-30,2021,8,5017.23
GOLD RUM,2022-02-04,2022,2,5014.17
SPECIAL ORDER ITEMS,2021-08-05,2021,8,5011.78
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-01-05,2021,1,5011.1
IMPORTED DISTILLED SPIRITS SPECIALTY,2023-02-28,2023,2,5009.34
SINGLE MALT SCOTCH,2023-12-10,2023,12,5007.62
WHITE RUM,2022-09-10,2022,9,5006.91
NEUTRAL GRAIN SPIRITS FLAVORED,2021-04-05,2021,4,5006.5
GOLD RUM,2023-11-29,2023,11,5003.39
SPECIAL ORDER ITEMS,2022-09-14,2022,9,5002.44
SPECIAL ORDER ITEMS,2021-08-18,2021,8,5001.92
BOTTLED IN BOND BOURBON,2022-06-17,2022,6,4999.55
GOLD RUM,2022-10-17,2022,10,4999.22
COFFEE LIQUEURS,2021-04-29,2021,4,4999.14
NEUTRAL GRAIN SPIRITS,2022-02-16,2022,2,4999.06
COFFEE LIQUEURS,2021-04-26,2021,4,4998.02
GOLD RUM,2021-08-18,2021,8,4997.91
NEUTRAL GRAIN SPIRITS FLAVORED,2021-07-19,2021,7,4996.91
COFFEE LIQUEURS,2022-04-26,2022,4,4996.0
AGED DARK RUM,2023-10-11,2023,10,4995.33
COFFEE LIQUEURS,2021-11-15,2021,11,4994.37
NEUTRAL GRAIN SPIRITS FLAVORED,2021-06-24,2021,6,4993.93
IMPORTED BRANDIES,2021-02-02,2021,2,4993.52
BOTTLED IN BOND BOURBON,2023-10-09,2023,10,4991.76
TRIPLE SEC,2022-06-29,2022,6,4990.48
TRIPLE SEC,2021-09-09,2021,9,4989.44
FLAVORED RUM,2022-09-10,2022,9,4989.36
IMPORTED DISTILLED SPIRITS SPECIALTY,2021-02-01,2021,2,4988.99
COFFEE LIQUEURS,2022-06-24,2022,6,4988.38
AGED DARK RUM,2023-01-16,2023,1,4988.27
SPECIAL ORDER ITEMS,2021-08-24,2021,8,4986.25
STRAIGHT RYE WHISKIES,2021-05-22,2021,5,4986.06
BOTTLED IN BOND BOURBON,2023-08-15,2023,8,4986.0
COFFEE LIQUEURS,2022-04-29,2022,4,4985.99
GOLD RUM,2023-01-04,2023,1,4985.64
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-12-08,2023,12,4982.98
GOLD RUM,2021-07-06,2021,7,4982.34
GOLD RUM,2021-05-26,2021,5,4982.28
BOTTLED IN BOND BOURBON,2022-12-22,2022,12,4981.95
BOTTLED IN BOND BOURBON,2022-06-22,2022,6,4981.77
AGED DARK RUM,2022-12-07,2022,12,4981.76
AGED DARK RUM,2023-12-18,2023,12,4981.71
BOTTLED IN BOND BOURBON,2022-12-30,2022,12,4981.39
GOLD RUM,2022-08-05,2022,8,4981.11
BOTTLED IN BOND BOURBON,2022-12-05,2022,12,4981.05
NEUTRAL GRAIN SPIRITS FLAVORED,2021-01-04,2021,1,4979.73
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-08-25,2023,8,4979.32
GOLD RUM,2021-10-21,2021,10,4978.57
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-12-13,2021,12,4978.18
SPECIAL ORDER ITEMS,2021-07-08,2021,7,4977.05
FLAVORED GIN,2023-03-01,2023,3,4976.64
COFFEE LIQUEURS,2022-09-13,2022,9,4975.85
TRIPLE SEC,2022-05-19,2022,5,4973.02
BOTTLED IN BOND BOURBON,2022-06-16,2022,6,4972.94
TEMPORARY & SPECIALTY PACKAGES,2021-04-11,2021,4,4971.2
GOLD RUM,2022-04-12,2022,4,4969.86
CORN WHISKIES,2022-04-28,2022,4,4967.98
IMPORTED FLAVORED VODKA,2024-01-12,2024,1,4967.39
AGED DARK RUM,2021-08-04,2021,8,4967.08
SPECIAL ORDER ITEMS,2021-04-07,2021,4,4966.95
BOTTLED IN BOND BOURBON,2022-02-11,2022,2,4966.38
NEUTRAL GRAIN SPIRITS,2023-11-27,2023,11,4965.27
SPECIAL ORDER ITEMS,2021-06-28,2021,6,4964.88
GOLD RUM,2021-07-05,2021,7,4964.55
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-01-24,2023,1,4964.4
NEUTRAL GRAIN SPIRITS,2022-12-12,2022,12,4962.13
COFFEE LIQUEURS,2021-05-18,2021,5,4961.53
AGED DARK RUM,2023-11-30,2023,11,4960.81
GOLD RUM,2021-05-12,2021,5,4959.99
IMPORTED VODKAS,2024-01-07,2024,1,4957.5
GOLD RUM,2022-07-01,2022,7,4956.66
AGED DARK RUM,2024-01-02,2024,1,4956.27
AGED DARK RUM,2021-12-23,2021,12,4956.12
COFFEE LIQUEURS,2023-06-27,2023,6,4955.68
AGED DARK RUM,2021-07-26,2021,7,4955.4
SINGLE BARREL BOURBON WHISKIES,2022-06-10,2022,6,4955.02
FLAVORED RUM,2024-01-21,2024,1,4954.59
GOLD RUM,2021-02-09,2021,2,4953.48
GOLD RUM,2023-04-03,2023,4,4947.57
GOLD RUM,2021-12-23,2021,12,4946.37
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-06-18,2021,6,4945.78
GOLD RUM,2023-03-22,2023,3,4942.88
FLAVORED GIN,2023-05-11,2023,5,4942.23
NEUTRAL GRAIN SPIRITS,2022-05-05,2022,5,4936.54
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-01-12,2021,1,4936.41
IMPORTED DISTILLED SPIRITS SPECIALTY,2021-07-14,2021,7,4933.48
COFFEE LIQUEURS,2023-03-16,2023,3,4932.27
COFFEE LIQUEURS,2023-02-01,2023,2,4932.04
FLAVORED GIN,2023-08-29,2023,8,4931.86
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-04-06,2021,4,4931.51
GOLD RUM,2021-11-22,2021,11,4930.26
SINGLE BARREL BOURBON WHISKIES,2022-06-30,2022,6,4929.56
AGED DARK RUM,2021-11-17,2021,11,4928.86
SPECIAL ORDER ITEMS,2023-03-14,2023,3,4928.55
TRIPLE SEC,2023-01-30,2023,1,4927.28
GOLD RUM,2022-03-30,2022,3,4927.04
AGED DARK RUM,2023-12-04,2023,12,4926.52
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-07-13,2021,7,4925.14
GOLD RUM,2023-09-05,2023,9,4923.78
GOLD RUM,2022-11-22,2022,11,4922.91
AGED DARK RUM,2022-06-06,2022,6,4921.68
SPECIAL ORDER ITEMS,2023-08-28,2023,8,4920.95
AGED DARK RUM,2021-04-19,2021,4,4918.96
AGED DARK RUM,2021-05-26,2021,5,4918.84
FLAVORED GIN,2023-11-28,2023,11,4918.32
TRIPLE SEC,2021-09-01,2021,9,4915.98
BOTTLED IN BOND BOURBON,2024-01-11,2024,1,4915.81
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-02-14,2023,2,4915.38
FLAVORED GIN,2023-05-17,2023,5,4914.9
SINGLE BARREL BOURBON WHISKIES,2022-02-21,2022,2,4911.75
TRIPLE SEC,2021-01-20,2021,1,4910.31
SPECIAL ORDER ITEMS,2021-07-26,2021,7,4909.52
NEUTRAL GRAIN SPIRITS,2022-07-07,2022,7,4908.44
BOTTLED IN BOND BOURBON,2022-04-15,2022,4,4907.48
SPECIAL ORDER ITEMS,2023-05-04,2023,5,4907.33
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-04-16,2021,4,4905.61
NEUTRAL GRAIN SPIRITS,2022-12-21,2022,12,4905.6
IMPORTED DISTILLED SPIRITS SPECIALTY,2021-02-15,2021,2,4904.39
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-03-20,2023,3,4904.19
GOLD RUM,2021-06-21,2021,6,4903.08
GOLD RUM,2022-05-23,2022,5,4902.81
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-01-20,2021,1,4901.63
BOTTLED IN BOND BOURBON,2022-04-21,2022,4,4900.5
TEMPORARY & SPECIALTY PACKAGES,2023-03-30,2023,3,4899.25
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-10-18,2022,10,4899.23
COFFEE LIQUEURS,2021-07-13,2021,7,4898.19
GOLD RUM,2021-01-26,2021,1,4898.07
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-08-22,2023,8,4897.59
COFFEE LIQUEURS,2022-09-30,2022,9,4896.36
GOLD RUM,2023-09-09,2023,9,4896.27
GOLD RUM,2022-03-17,2022,3,4894.59
NEUTRAL GRAIN SPIRITS FLAVORED,2021-10-28,2021,10,4893.65
FLAVORED GIN,2022-09-06,2022,9,4892.7
FLAVORED GIN,2023-10-10,2023,10,4892.26
COFFEE LIQUEURS,2023-03-30,2023,3,4892.03
SINGLE MALT SCOTCH,2023-03-17,2023,3,4891.77
GOLD RUM,2023-12-20,2023,12,4891.26
AMERICAN DISTILLED SPIRITS SPECIALTY,2024-01-30,2024,1,4891.01
BOTTLED IN BOND BOURBON,2023-10-23,2023,10,4889.75
AGED DARK RUM,2021-08-19,2021,8,4889.65
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-09-25,2023,9,4889.43
TRIPLE SEC,2021-01-28,2021,1,4888.83
AGED DARK RUM,2023-11-22,2023,11,4888.14
IMPORTED DISTILLED SPIRITS SPECIALTY,2021-08-04,2021,8,4887.8
AGED DARK RUM,2022-12-15,2022,12,4887.05
GOLD RUM,2021-08-31,2021,8,4886.82
GOLD RUM,2021-03-05,2021,3,4886.79
COFFEE LIQUEURS,2021-02-22,2021,2,4885.29
NEUTRAL GRAIN SPIRITS FLAVORED,2021-02-17,2021,2,4885.19
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-07-30,2021,7,4884.16
BOTTLED IN BOND BOURBON,2023-11-17,2023,11,4883.51
BOTTLED IN BOND BOURBON,2023-01-04,2023,1,4882.62
SINGLE MALT SCOTCH,2023-10-13,2023,10,4882.18
AGED DARK RUM,2023-06-01,2023,6,4881.2
COFFEE LIQUEURS,2022-08-16,2022,8,4881.17
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-04-22,2022,4,4879.76
TRIPLE SEC,2021-01-07,2021,1,4877.96
AGED DARK RUM,2021-03-30,2021,3,4877.13
TRIPLE SEC,2022-05-16,2022,5,4876.14
BOTTLED IN BOND BOURBON,2022-09-09,2022,9,4876.08
BOTTLED IN BOND BOURBON,2021-01-13,2021,1,4875.92
GOLD RUM,2023-04-20,2023,4,4873.6
BOTTLED IN BOND BOURBON,2022-11-23,2022,11,4871.86
GOLD RUM,2022-11-23,2022,11,4871.7
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-04-19,2021,4,4871.38
NEUTRAL GRAIN SPIRITS FLAVORED,2021-03-11,2021,3,4870.33
IMPORTED DRY GINS,2023-11-11,2023,11,4869.82
GOLD RUM,2021-10-29,2021,10,4869.45
AGED DARK RUM,2022-07-07,2022,7,4868.55
TRIPLE SEC,2022-06-13,2022,6,4868.52
COFFEE LIQUEURS,2021-06-08,2021,6,4867.3
NEUTRAL GRAIN SPIRITS FLAVORED,2021-11-15,2021,11,4866.69
BOTTLED IN BOND BOURBON,2022-01-18,2022,1,4866.57
IMPORTED DISTILLED SPIRITS SPECIALTY,2023-07-18,2023,7,4866.42
COFFEE LIQUEURS,2022-12-06,2022,12,4865.1
GOLD RUM,2021-02-15,2021,2,4864.8
TRIPLE SEC,2023-11-02,2023,11,4864.56
AGED DARK RUM,2021-01-13,2021,1,4864.56
SINGLE MALT SCOTCH,2022-03-04,2022,3,4864.27
GOLD RUM,2023-12-15,2023,12,4863.9
NEUTRAL GRAIN SPIRITS FLAVORED,2021-05-26,2021,5,4863.23
COFFEE LIQUEURS,2022-08-23,2022,8,4861.83
CORN WHISKIES,2021-11-22,2021,11,4861.8
COFFEE LIQUEURS,2022-05-10,2022,5,4858.48
NEUTRAL GRAIN SPIRITS,2022-09-08,2022,9,4858.19
AGED DARK RUM,2022-05-09,2022,5,4858.07
AGED DARK RUM,2021-05-25,2021,5,4857.5
COFFEE LIQUEURS,2022-05-02,2022,5,4856.8
COFFEE LIQUEURS,2023-06-19,2023,6,4856.79
FLAVORED GIN,2022-05-25,2022,5,4855.5
AGED DARK RUM,2023-01-09,2023,1,4855.29
AGED DARK RUM,2023-12-29,2023,12,4854.01
AGED DARK RUM,2023-06-29,2023,6,4853.77
FLAVORED GIN,2023-04-06,2023,4,4852.97
IMPORTED BRANDIES,2023-11-12,2023,11,4851.5
IMPORTED DISTILLED SPIRITS SPECIALTY,2023-08-14,2023,8,4851.17
BOTTLED IN BOND BOURBON,2023-09-18,2023,9,4850.18
COFFEE LIQUEURS,2022-02-08,2022,2,4847.37
SINGLE BARREL BOURBON WHISKIES,2022-02-10,2022,2,4846.99
COFFEE LIQUEURS,2022-09-19,2022,9,4846.26
COFFEE LIQUEURS,2021-08-31,2021,8,4845.71
STRAIGHT RYE WHISKIES,2023-11-05,2023,11,4845.62
CORN WHISKIES,2021-12-03,2021,12,4844.88
FLAVORED GIN,2023-08-01,2023,8,4843.23
IMPORTED DISTILLED SPIRITS SPECIALTY,2022-05-03,2022,5,4841.83
FLAVORED GIN,2022-09-14,2022,9,4841.26
IMPORTED DISTILLED SPIRITS SPECIALTY,2022-04-29,2022,4,4841.25
BOTTLED IN BOND BOURBON,2024-01-09,2024,1,4840.14
NEUTRAL GRAIN SPIRITS FLAVORED,2021-06-22,2021,6,4839.3
SPECIAL ORDER ITEMS,2022-10-03,2022,10,4838.46
COFFEE LIQUEURS,2023-08-15,2023,8,4837.32
GOLD RUM,2023-08-31,2023,8,4837.05
BOTTLED IN BOND BOURBON,2022-09-19,2022,9,4835.94
TRIPLE SEC,2023-01-12,2023,1,4835.72
BOTTLED IN BOND BOURBON,2021-11-17,2021,11,4835.3
GOLD RUM,2021-08-19,2021,8,4834.32
IRISH WHISKIES,2023-11-18,2023,11,4832.23
SINGLE BARREL BOURBON WHISKIES,2023-11-02,2023,11,4832.01
IMPORTED SCHNAPPS,2023-12-09,2023,12,4830.63
MEZCAL,2023-11-29,2023,11,4830.15
SINGLE BARREL BOURBON WHISKIES,2022-05-04,2022,5,4829.67
NEUTRAL GRAIN SPIRITS FLAVORED,2021-04-26,2021,4,4828.72
GOLD RUM,2021-08-04,2021,8,4828.23
FLAVORED GIN,2021-12-28,2021,12,4828.2
TRIPLE SEC,2021-05-05,2021,5,4827.24
SINGLE BARREL BOURBON WHISKIES,2023-03-06,2023,3,4827.04
AGED DARK RUM,2022-12-22,2022,12,4826.75
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-03-21,2023,3,4826.5
